model,seed,true_topics,fitted_topics,completion_nll,beta_cosine,beta_top20_jaccard,theta_cosine,top_motif_accuracy,median_effective_topics,mean_effective_topics,active_topics_gt_0_0005,unique_top1,mean_nearest_beta_cosine,maximum_beta_cosine,top_word_uniqueness,training_seconds
balanced_etm_softmax_raw_counts,11,18,128,6.417461911762076,0.3696165382862091,0.21861497305461336,0.578167708244044,0.54375,3.6674587161452337,6.9891532458952526,128,7,0.9636927247047424,0.9946434497833252,0.109765625,4.611220900999797
nstm_released_code,11,18,128,7.348762106283747,0.19144347310066223,0.33928430776944374,0.7423885304494954,0.80625,63.795190708012214,62.275549423756594,128,63,0.9961917400360107,0.9989058971405029,0.1375,5.43449051799962
