minimum_exact_support,median_exact_support,mean_exact_support,maximum_exact_support,fraction_support_le_3,median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_maximum_theta,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,support_p1,support_p5,support_p25,support_p50,support_p75,support_p95,support_p99
4,49.0,57.19465158138339,277,0.0,19.149956209886398,23.146893673026035,0.15635447142226017,0.0007714065312419646,0.05142710208279763,0.28182051941373104,11.0,16.0,30.0,49.0,75.0,129.0,174.1199999999999
