minimum_exact_support,median_exact_support,mean_exact_support,maximum_exact_support,fraction_support_le_3,median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_maximum_theta,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,support_p1,support_p5,support_p25,support_p50,support_p75,support_p95,support_p99
1,6.0,6.849832861918231,23,0.15608125482129082,3.7135154307212956,4.060066267495001,0.4465105324983377,0.3656466958086912,0.8670609411159681,0.9904859861146824,2.0,3.0,4.0,6.0,9.0,13.0,17.0
