epoch,reconstruction,kl,reconstruction_to_kl_ratio,mean_gradient_norm,mean_effective_document_mass,context_scale,seconds
1,6116.378970137266,121.74485671854465,50.23932127397703,52.18132691071412,661.4771694290304,1.509943962097168,7.511670949999825
2,5793.456688996787,91.50237587902033,63.31482252063699,39.86169315944208,661.8843246887777,1.831188440322876,6.759068362007383
3,5671.411187573014,89.37003675799504,63.459873054887716,46.0492781701489,661.6420664564471,1.9750511646270752,6.779505301004974
4,5594.839729665596,94.24574436651211,59.36437520094099,54.362179943334276,661.3586026485835,2.0022122859954834,6.761722590992576
5,5538.706118574766,97.19831997880311,56.98355814979765,57.49706660475686,660.8875812280958,1.9701542854309082,6.799324238003464
6,5502.983247846087,101.74087217812226,54.08822560722469,66.78467681029133,661.5009121048116,1.9408425092697144,6.818870253991918
7,5462.958678628796,106.00633189834167,51.53426763099099,67.40456664896458,661.7124998859156,1.7395355701446533,6.768027889003861
8,5425.377058082652,111.08971405029297,48.837798390825405,71.16450357882776,661.9412625036507,1.55125093460083,6.756557578992215
9,5385.3855322721965,115.35064647353698,46.687085828406495,76.62781050494898,662.0037579402746,1.3804725408554077,6.77140998399409
10,5340.009793005257,121.41889468754563,43.980056042735505,79.18670130221643,661.4804892851928,1.1527385711669922,6.760921674009296
11,5295.737131279206,129.66706163638105,40.841035992083945,83.7060012460869,661.593643901504,0.906930685043335,6.811802691008779
12,5251.951135367991,137.6583336090373,38.1520754877364,85.05344847206757,661.5206852137485,0.7895013093948364,6.821091890000389
13,5216.577212324766,142.86617528612368,36.513731832446155,91.92733051620911,661.6489223587179,0.7108024954795837,6.731919211990316
14,5180.630690530082,149.45454249872225,34.66358803095177,94.90853618015753,662.1635308666764,0.5935094356536865,6.7920035860006465
15,5139.099440530082,154.34609728661653,33.295946777241234,97.80656012419229,661.8098503897123,0.5891191363334656,6.784738767993986
16,5103.788400810456,158.9423772508853,32.11093535334692,98.13512812819437,661.5763241776796,0.4790589213371277,6.753228230998502
17,5071.377039829147,163.0652779552424,31.10028758679773,99.91118543393144,661.5918396566516,0.44237688183784485,6.749803892002092
18,5036.165823963201,168.14217882958528,29.951829213938243,101.86274469678646,661.2438599773657,0.4054548442363739,6.820327779991203
19,5014.689987040012,173.22243421322833,28.949425689672356,108.43343845260478,662.2353350202613,0.3808218836784363,6.763966858998174
20,4981.308461412091,178.20468881197064,27.95273510826657,107.5892279794283,661.7462728625146,0.3273918330669403,6.747516215997166
21,4955.629353460865,181.43867435633578,27.312971564862053,109.59617051454347,661.3322622709185,0.3602069616317749,6.764963534005801
22,4934.0515205169395,185.8640433338201,26.546562917794507,114.3895036216094,661.3033241913697,0.31881946325302124,6.749367990996689
23,4918.285539573598,191.6688526189216,25.660327551249,116.52638850702304,661.9173042083455,0.3012848198413849,6.717130062999786
24,4902.162702613902,193.92257390958127,25.278968836808005,115.60181113269842,662.1737784982842,0.2912731170654297,6.815218994990573
25,4880.701988719334,197.5146537139037,24.710581705947448,117.0356634977822,661.6579430125585,0.2940399944782257,6.750577736995183
26,4864.279383579147,199.14685728839623,24.42558948612932,118.93411796783732,661.5100765050015,0.3162662386894226,6.742481114997645
27,4855.576678409755,203.0268394969334,23.915934910089046,130.56095879100192,661.6091593804761,0.2943439483642578,6.772779528997489
28,4843.001907491238,206.31346429842654,23.473998286830053,125.62805403950058,661.7526958144714,0.25683969259262085,6.734741103995475
29,4826.86095849153,207.62341365635953,23.248153344018014,124.74713576842692,661.5336748640113,0.3053756356239319,6.778090257997974
30,4818.079179139895,211.38503258250583,22.79290600794712,127.77265181496878,661.9689017322576,0.2421107292175293,6.730432261014357
31,4802.07654150847,214.27930814083493,22.410360492448053,130.36837925420744,661.2769838137048,0.24264729022979736,6.82137060900277
32,4797.865718092874,215.7248262779735,22.240674848941843,131.28258321886864,661.5422625675379,0.2563300132751465,6.775613757999963
33,4784.727511682243,217.6147673419703,21.987145312446984,132.70756316853462,661.3827777042567,0.25917258858680725,6.7548162279999815
34,4778.617639274241,220.67662048339844,21.654390160618476,133.49479625381042,661.9214893947138,0.23028455674648285,6.795209139003418
35,4769.512859594042,222.46946003281067,21.43895552625792,136.37092255209095,661.7128603926329,0.260278582572937,6.731419157003984
36,4758.8855048919395,223.95591250981127,21.249206826292017,137.32566270204347,661.9302938586084,0.2528511583805084,6.800829376006732
37,4749.623927606601,223.895670667987,21.213558589302863,134.30197970666617,661.6336230696919,0.24875737726688385,6.808048405990121
38,4744.625885294977,226.41093316479265,20.9558161303174,136.91133010721651,661.8703248211157,0.2303561121225357,6.737204447999829
39,4731.073808046145,228.6590656030958,20.69051491821583,134.86082572580497,661.5188085252994,0.22268719971179962,6.816100557000027
40,4727.847784024532,229.9070035274898,20.56417469448349,144.1015190053209,661.5092830479703,0.24852469563484192,6.816669007006567
41,4717.6896995473135,230.96489423234885,20.426003333655352,141.47564226667458,661.255911853826,0.20520496368408203,6.742988269994385
42,4708.685122481016,233.14130180572795,20.19670082482713,142.48721448951792,661.0288804669246,0.21608702838420868,6.773754587004078
43,4703.338721159463,234.10816727397597,20.09045124707316,142.73046055018344,661.2308703271028,0.22049416601657867,6.776888305001194
44,4704.6242379161795,234.38022107275847,20.07261626592513,142.51619535071828,661.7707365517305,0.2411056011915207,6.748531596007524
45,4699.801381333966,237.05704334294686,19.825613763919403,145.85512022214516,661.8607263297678,0.2285582423210144,6.788329258997692
46,4694.103401540596,236.80399900062062,19.82273703717433,148.7535576508424,661.5503448771539,0.19444210827350616,6.774385611002799
47,4690.249888197284,237.88617984379565,19.716361376171857,144.52355800165194,661.8654174804688,0.2144806683063507,6.759069548003026
48,4684.074399003359,238.04692434150482,19.67710531005867,141.97203227961174,661.8532212872371,0.2119746208190918,6.817868924001232
49,4675.9607002044395,239.8454133506133,19.495726997159533,141.5559593985014,661.4476540823963,0.2162064015865326,6.750379393008188
50,4675.038104191005,239.57217678177022,19.514111225234494,143.2138644779954,662.084798937646,0.18653568625450134,6.8220915449928725
51,4666.819837908878,239.88896364586375,19.45408311821412,148.8081595162365,661.4860457660996,0.21735307574272156,6.788676598996972
52,4659.959381388727,241.46124752436842,19.29899488703023,145.44329983720155,661.3354372398876,0.2080247402191162,6.765596076991642
53,4652.375956027307,243.4641352858499,19.109081304993765,150.16522523398712,661.0000867041472,0.20973464846611023,6.812091633997625
54,4652.5734521028035,242.54284026243977,19.18248111166076,146.95534508250583,661.5347569545853,0.176822230219841,6.8177309010061435
55,4656.26300562208,245.23981383136498,18.986570462917904,156.21917475049742,662.5559646749051,0.2013283669948578,6.806572725006845
56,4643.47912255403,246.613484748056,18.828974933377538,149.35445232926128,661.4504685446481,0.2002459168434143,6.741902569992817
57,4642.609375,246.11621222094954,18.863484583584125,150.04271569653093,661.6413448725906,0.2103368192911148,6.828775261004921
58,4635.322149258907,245.91555287013543,18.849243551938972,149.78799438476562,661.250787752811,0.2039473056793213,6.776647047998267
59,4631.5041389821845,247.99514057480286,18.675785857123206,154.45141687125803,661.3580248110762,0.2000254988670349,6.769698215997778
60,4627.810437353972,247.6310466160284,18.688328869076578,149.4959424455589,661.2416227821992,0.22189129889011383,6.792722298006993
61,4625.008392048773,248.69388459107586,18.597193894227093,147.38381408976616,661.6484894084039,0.1933884620666504,6.789539492994663
62,4621.49865380403,248.74394696672385,18.579341166530092,147.34858247275665,661.5875820266866,0.21265684068202972,6.807724353988306
63,4626.198632356162,249.4997069456867,18.54190006468919,157.02644854394075,662.0621389228606,0.20339177548885345,6.7271475339948665
64,4615.46081885222,250.651353925188,18.413867495923434,156.12946291058978,661.1217565803885,0.2513693869113922,6.821549799002241
65,4617.0837744596965,250.57824507383543,18.425716778003714,162.46898850770754,661.9046031916253,0.24038340151309967,6.772379654008546
66,4610.168970411069,252.20677698438413,18.279322330408736,155.16147620655667,661.5780559789355,0.21103762090206146,6.799471511010779
67,4605.977518527307,251.60849968740874,18.30612846644546,157.67308137127173,661.4643965391355,0.1775563508272171,6.735936922006658
68,4601.881623740508,251.67864205904095,18.284752278109316,152.5718244748695,661.2712830160266,0.196293905377388,6.832031537996954
69,4605.6501761463205,253.7640516334605,18.14934048577838,153.29666137695312,661.8980359228972,0.18973015248775482,6.8214702809927985
70,4601.443710754965,253.3948948940384,18.15918080227757,152.56045781786196,661.7311903338566,0.18900783360004425,6.771945322994725
71,4598.483412127628,253.84450580917786,18.115355293860247,157.02330523339387,661.7747779917494,0.16874030232429504,6.778478427004302
72,4592.469610196407,255.66476055394824,17.962857298932846,157.49970345185181,661.4697362596744,0.20808283984661102,6.820295558994985
73,4588.968193268108,256.32032490667893,17.903255213720794,168.27589295289226,661.2105199510806,0.19267171621322632,6.7526181650027866
74,4592.603711850175,256.5921854750018,17.898455104345352,185.25904019079476,661.5499838000146,0.21524706482887268,6.80307231900224
75,4593.049362040012,256.88891202267087,17.879515802669864,164.21063175379672,661.5621075496496,0.18765661120414734,6.788187048005057
