median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_max_theta,max_theta_p10,max_theta_p25,max_theta_p50,max_theta_p75,max_theta_p90,max_theta_p95,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,unique_top1_topics
65.56835780704141,121.37754453861503,0.3024143897385895,0.08245287301879764,0.15877379360259064,0.3024143897385895,0.4750265261581027,0.6583866764593178,0.7686301139248015,0.22550784263306764,0.5042427359218308,0.674209308305477,471
