epoch,reconstruction,kl,reconstruction_to_kl_ratio,mean_gradient_norm,mean_effective_document_mass,seconds
86,417.26883818724446,7.4065280673659855,56.33798108803219,7.866493118143527,48.447030040705314,6.5755788309998024
87,417.16393615152236,7.432892714705423,56.12403571037622,8.23686406768371,48.428122796744944,6.561213624000175
88,417.1112274455133,7.405246948527399,56.326443985566165,8.214921006532473,48.434761974299064,6.581733676000113
89,417.08043121623103,7.427699632733781,56.15203250521368,8.101069307772912,48.43512280187874,6.573624121999728
90,416.89601463246566,7.43093835973294,56.10274159876741,7.962496178172459,48.421267108382466,6.539494833999925
91,417.14466273227583,7.469389376239242,55.84722414649425,8.261364504555676,48.44493723361292,6.538978177000445
92,417.0060738536799,7.430130080641987,56.12365723449746,7.671475588718307,48.440751655079495,6.609896656999808
93,416.9911467650226,7.457010763827886,55.91934355086941,8.465470683908908,48.42667948642624,6.611498593000761
94,416.7564862688011,7.45638549662082,55.892561678533404,8.054056069561254,48.41859699855341,6.665065915000014
95,416.5296907514055,7.472131305765883,55.74442869198372,8.080991718256586,48.397452666380694,6.693010988000424
96,416.8929446211485,7.481712524021898,55.721593590051754,8.613713059469918,48.43750424251378,6.564505730999372
97,416.64227751259494,7.4801122050419036,55.70000370205154,8.119010189983332,48.417803185008395,6.559202843999628
98,416.8429014972437,7.554736230974999,55.17636734796322,8.268903518391546,48.45078259762202,6.5942858440002965
99,417.0541290568414,7.484765583109633,55.72039958044637,8.083185004296704,48.462834153219916,6.5723608250000325
100,416.74107917001317,7.535181442153788,55.306044369237604,8.662988511201377,48.43909186960381,6.561465015999602
101,416.60779179368063,7.502067369835399,55.53239810519341,8.633653105976425,48.42509185933621,6.549663077999867
102,416.5571916526723,7.510779590250175,55.46124562001656,8.423373440715753,48.41967948129244,6.576640964999569
103,416.5221520539756,7.539069795162878,55.24848069734269,8.488905068869903,48.41166915180527,6.5834119230003125
104,416.4669896776431,7.538846987430181,55.24279646105499,8.389048710047641,48.415566096796056,6.611793941999167
105,416.646755610671,7.527964944037322,55.34653239062764,8.478262353166242,48.445153744421276,6.576840835999974
106,416.45848440009854,7.5153467855720875,55.414406850740775,8.535439477902706,48.4038031747408,6.558124809999754
107,417.1051356235397,7.4905680763387235,55.68404577232204,8.150379408185728,48.48383420427269,6.578623217999848
108,416.63010984046434,7.501669634168393,55.53831748905727,8.477824474049505,48.4421949653982,6.649800932000289
109,416.4785649665048,7.542419099362097,55.21816800152734,8.779451646537424,48.43072074818834,6.649245388000054
110,416.58566198616387,7.543148357177449,55.22702753019231,8.483558547831027,48.42862794109594,6.626158056999884
111,416.55119822849736,7.532841076360684,55.298020229804756,8.204252145000707,48.43317434720904,6.575747629000034
112,416.9992789865654,7.535112269570894,55.34081830081511,8.580435824171404,48.4895352158591,6.5519474559996524
113,416.38023561852003,7.615679446781908,54.67407583632821,8.417710335455208,48.43144236769631,6.550095167999643
114,416.54272061642087,7.5980649974858645,54.82221075421852,8.317579193650005,48.45006094246267,6.585750645999724
115,416.4263177319108,7.606232429219183,54.748040058862486,8.461272070341021,48.43173103689033,6.547959215000446
116,415.94286453389674,7.59378782611027,54.774096150504796,8.609061022785223,48.38872068173418,6.614286807000099
117,416.41642689927716,7.605904851004342,54.74909758360839,8.381022230487003,48.429133085446935,6.5677078540002185
118,416.3523280063522,7.62318444029193,54.61658854870996,8.599288156099409,48.4257413561099,6.5694828799996685
119,416.5013176748686,7.614071400366097,54.70152508089726,8.871074899334774,48.44082384911653,6.562533268999687
120,416.2288761317173,7.614004536209819,54.66622381852588,8.419876446233731,48.43165887850467,6.562715349999962
