heldout_nll,motif_beta_cosine,motif_beta_min,theta_cosine,top_motif_accuracy,mean_kl_per_doc,median_effective_topics_per_doc,corpus_effective_topics,active_topics_usage_gt_0.005,max_mean_topic_usage,topic_redundancy_nearest_cosine,topics_with_true_match_gt_0.20,theta_variance_across_docs,mu_variance_across_docs,seed,K,model,epochs,train_seconds,vocab_size,median_train_nonzero_tokens,median_train_physical_peaks,parameters,dirichlet_alpha
6.726001296178474,0.5506463646888733,0.11682412773370743,0.636894121952355,0.7375,15.549006462097168,29.289766311645508,33.516456604003906,36,0.06584309041500092,0.5476861596107483,32,0.0008609149372205138,0.21788999438285828,11,36,ECRTM,40,8.963002579999738,1859,25.5,29.0,521494,0.1
