heldout_nll,motif_beta_cosine,motif_beta_min,theta_cosine,top_motif_accuracy,mean_kl_per_doc,median_effective_topics_per_doc,corpus_effective_topics,active_topics_usage_gt_0.005,max_mean_topic_usage,topic_redundancy_nearest_cosine,topics_with_true_match_gt_0.20,theta_variance_across_docs,mu_variance_across_docs,seed,K,model,epochs,train_seconds,vocab_size,median_train_nonzero_tokens,median_train_physical_peaks,parameters
6.711424364637077,0.5480251312255859,0.11687278747558594,0.6290733380243182,0.75,17.014667510986328,29.501493453979492,33.82303237915039,36,0.07487757503986359,0.5483300685882568,31,0.0008720057085156441,0.22889399528503418,11,36,ECRTM,40,10.730227441000352,1859,25.5,29.0,521494
