,heldout_nll,heldout_nll,motif_beta_cosine,motif_beta_cosine,theta_cosine,theta_cosine,median_effective_topics_per_doc,median_effective_topics_per_doc,corpus_effective_topics,corpus_effective_topics,active_topics_usage_gt_0.005,active_topics_usage_gt_0.005,max_mean_topic_usage,max_mean_topic_usage,topic_redundancy_nearest_cosine,topic_redundancy_nearest_cosine,topics_with_true_match_gt_0.20,topics_with_true_match_gt_0.20
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
K,,,,,,,,,,,,,,,,,,
18,6.756479058267607,0.04418709654968714,0.4570230543613434,0.0333714692956792,0.5494856760332671,0.04466516656500624,15.344056447347006,0.25617259089370786,17.490699132283527,0.12784514410719924,18.0,0.0,0.08584680656592047,0.01040399441134613,0.47662651538848877,0.024918169168426138,17.666666666666668,0.5773502691896263
36,6.7588378620370735,0.034808713079502146,0.5498674313227335,0.012104199042901508,0.6466663650702685,0.012453738857775428,29.947123845418293,0.22684629896685624,34.02930450439453,0.32872668796966,36.0,0.0,0.05202108373244597,0.011168840834575732,0.5105275809764862,0.009850269249247342,31.0,0.0
