heldout_nll,motif_beta_cosine,motif_beta_min,theta_cosine,top_motif_accuracy,mean_kl_per_doc,median_effective_topics_per_doc,corpus_effective_topics,active_topics_usage_gt_0.005,max_mean_topic_usage,topic_redundancy_nearest_cosine,topics_with_true_match_gt_0.20,theta_variance_across_docs,mu_variance_across_docs,seed,K,model,epochs,train_seconds,vocab_size,median_train_nonzero_tokens,median_train_physical_peaks,parameters
6.71566846298294,0.5438965559005737,0.1101866215467453,0.6283357060514391,0.75625,16.857568740844727,29.4488525390625,33.84052276611328,36,0.07216299325227737,0.5493391156196594,30,0.0008463458507321775,0.22747153043746948,11,36,ECRTM,40,21.438798017999943,1859,25.5,29.0,521494
