heldout_nll,motif_beta_cosine,motif_beta_min,theta_cosine,top_motif_accuracy,mean_kl_per_doc,median_effective_topics_per_doc,corpus_effective_topics,active_topics_usage_gt_0.005,max_mean_topic_usage,topic_redundancy_nearest_cosine,topics_with_true_match_gt_0.20,theta_variance_across_docs,mu_variance_across_docs,seed,K,model,epochs,train_seconds,vocab_size,median_train_nonzero_tokens,median_train_physical_peaks,parameters
7.0336783427586305,0.2298986315727234,0.132137268781662,0.5332904142300322,0.46875,30.6124324798584,3.313720464706421,9.164960861206055,6,0.2786974310874939,0.9219086766242981,6,0.011371403001248837,0.8454992771148682,11,36,ETM_fixed_ECR,40,18.03999656799988,1859,25.5,29.0,2188200
