minimum_exact_support,median_exact_support,mean_exact_support,maximum_exact_support,fraction_support_le_3,median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_maximum_theta,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,support_p1,support_p5,support_p25,support_p50,support_p75,support_p95,support_p99
1,6.0,6.869375160709694,25,0.14528156338390333,3.7529581724340972,4.098311157987593,0.440322391891602,0.34841861661095397,0.8500899974286449,0.9915145281563383,2.0,3.0,4.0,6.0,9.0,13.0,17.0
