minimum_exact_support,median_exact_support,mean_exact_support,maximum_exact_support,fraction_support_le_3,median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_maximum_theta,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,support_p1,support_p5,support_p25,support_p50,support_p75,support_p95,support_p99
1,6.0,6.885317562355361,23,0.14245307276934946,3.6993879168431225,4.089446724745648,0.44371932311071743,0.35998971457958345,0.8503471329390588,0.9886860375417845,2.0,3.0,4.0,6.0,9.0,13.0,17.0
