median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_max_theta,max_theta_p10,max_theta_p25,max_theta_p50,max_theta_p75,max_theta_p90,max_theta_p95,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,unique_top1_topics
64.78548997421402,130.11440672430098,0.32319770343546517,0.092117163334515,0.17788902210224125,0.32319770343546517,0.5140964509363003,0.7077251724100143,0.812385362173232,0.2622782206222679,0.5348418616610954,0.7094368732321934,348
