median_effective_topics_per_spectrum,mean_effective_topics_per_spectrum,median_max_theta,max_theta_p10,max_theta_p25,max_theta_p50,max_theta_p75,max_theta_p90,max_theta_p95,fraction_max_theta_ge_0_5,fraction_max_theta_ge_0_3,fraction_max_theta_ge_0_2,unique_top1_topics
7.2008717275848095,12.11738891753681,0.40749138308063243,0.16290144557240321,0.25452097123216877,0.40749138308063243,0.5831729324559078,0.7395975861174819,0.8233244286381468,0.3628182051941373,0.6646952944201594,0.8431473386474673,786
