topic_a,topic_b,beta_cosine,top20_word_overlap,combined_mean_theta_usage,combined_top1_spectrum_count
179,553,1.0,1.0,0.00014456593770442933,0
179,771,1.0,1.0,0.00014456084308135078,0
179,847,1.0,1.0,0.00014456343176303055,0
179,855,1.0,1.0,0.00014456657254737295,0
179,882,1.0,1.0,0.00014457191205650868,0
183,308,1.0,1.0,0.00014456054547737265,0
183,358,1.0,1.0,0.00014456216597087787,0
184,307,1.0,1.0,0.00014456918136331712,0
184,526,1.0,1.0,0.00014457019859441907,0
184,810,1.0,1.0,0.00014456421996915066,0
184,971,1.0,1.0,0.00014456939581283302,0
184,997,1.0,1.0,0.00014456709070606257,0
187,204,1.0,1.0,0.000144563994900397,0
187,224,1.0,1.0,0.00014456561107710852,0
187,265,1.0,1.0,0.00014456407323966912,0
187,283,1.0,1.0,0.00014456066803890475,0
187,326,1.0,1.0,0.00014456931912068487,0
187,375,1.0,1.0,0.00014456854266846575,0
187,396,1.0,1.0,0.00014456915764385749,0
187,414,1.0,1.0,0.00014456536726176243,0
187,426,1.0,1.0,0.00014456193638696238,0
187,526,1.0,1.0,0.0001445683770212251,0
187,544,1.0,1.0,0.0001445661446960905,0
187,555,1.0,1.0,0.00014456312281054985,0
187,635,1.0,1.0,0.00014457071816916184,0
187,654,1.0,1.0,0.0001445643876306689,0
187,679,1.0,1.0,0.0001445651719981734,0
187,689,1.0,1.0,0.0001445643424310905,0
187,709,1.0,1.0,0.00014456864107954736,0
187,741,1.0,1.0,0.0001445656983787976,0
187,809,1.0,1.0,0.00014456297160565757,0
187,815,1.0,1.0,0.00014457034660547333,0
187,822,1.0,1.0,0.00014456437753212407,0
187,889,1.0,1.0,0.00014456367749167328,0
187,911,1.0,1.0,0.00014456686003319464,0
187,925,1.0,1.0,0.00014456533772010843,0
187,933,1.0,1.0,0.00014456540367670893,0
187,972,1.0,1.0,0.00014456303909778318,0
187,986,1.0,1.0,0.00014456456278619928,0
196,225,1.0,1.0,0.00014456963915877305,0
196,392,1.0,1.0,0.00014456632515206057,0
196,399,1.0,1.0,0.00014457280213773014,0
196,413,1.0,1.0,0.00014456897958756688,0
196,414,1.0,1.0,0.0001445662673331575,0
196,442,1.0,1.0,0.00014456371400086825,0
196,526,1.0,1.0,0.00014456927709262016,0
196,529,1.0,1.0,0.00014456858325315918,0
196,654,1.0,1.0,0.000144565287702064,0
196,679,1.0,1.0,0.0001445660720695685,0
196,819,1.0,1.0,0.00014456617645255986,0
196,925,1.0,1.0,0.0001445662377915035,0
196,937,1.0,1.0,0.00014456823494939973,0
196,971,1.0,1.0,0.0001445684743110341,0
196,986,1.0,1.0,0.00014456546285759436,0
196,997,1.0,1.0,0.00014456616920426366,0
200,518,1.0,1.0,0.00014457720194243292,0
200,782,1.0,1.0,0.00014457039274318482,0
203,204,1.0,1.0,0.00014456130953294143,0
203,215,1.0,1.0,0.000144557701975591,0
203,283,1.0,1.0,0.00014455798267144917,0
203,326,1.0,1.0,0.0001445666337532293,0
203,383,1.0,1.0,0.0001445644341090817,0
203,413,1.0,1.0,0.00014456539414871622,0
203,414,1.0,1.0,0.00014456268189430685,0
203,442,1.0,1.0,0.0001445601285620176,0
203,505,1.0,1.0,0.0001445603042151775,0
203,507,1.0,1.0,0.00014456254672399246,0
203,670,1.0,1.0,0.00014456080318780404,0
203,689,1.0,1.0,0.00014456165706363492,0
203,722,1.0,1.0,0.0001445635990114803,0
203,745,1.0,1.0,0.00014456192248961332,0
203,771,1.0,1.0,0.00014455842206598257,0
203,809,1.0,1.0,0.000144560286238202,0
203,822,1.0,1.0,0.0001445616921646685,0
203,855,1.0,1.0,0.0001445641515320047,0
203,889,1.0,1.0,0.0001445609921242177,0
203,911,1.0,1.0,0.0001445641746657391,0
203,971,1.0,1.0,0.00014456488887218345,0
203,997,1.0,1.0,0.000144562583765413,0
204,252,1.0,1.0,0.00014456356435322388,0
204,308,1.0,1.0,0.00014455931377284933,0
204,375,1.0,1.0,0.0001445658818332584,0
204,392,1.0,1.0,0.0001445627642454581,0
204,609,1.0,1.0,0.0001445616261528747,0
204,615,1.0,1.0,0.00014456495957421717,0
204,672,1.0,1.0,0.00014455788056675823,0
204,679,1.0,1.0,0.00014456251116296603,0
204,741,1.0,1.0,0.0001445630375435902,0
204,795,1.0,1.0,0.00014456204463289245,0
204,810,1.0,1.0,0.00014455973756074932,0
204,876,1.0,1.0,0.0001445634596010139,0
204,987,1.0,1.0,0.0001445601252744279,0
212,988,1.0,1.0,0.00014456004599686388,0
213,939,1.0,1.0,0.0001445511330137439,0
215,283,1.0,1.0,0.00014455439964634697,0
215,308,1.0,1.0,0.00014455570621549894,0
215,507,1.0,1.0,0.00014455896369889025,0
215,555,1.0,1.0,0.00014455685441799204,0
215,746,1.0,1.0,0.0001445584436992724,0
215,889,1.0,1.0,0.0001445574090991155,0
215,906,1.0,1.0,0.00014456214055375905,0
215,956,1.0,1.0,0.00014455627606628035,0
215,965,1.0,1.0,0.0001445532920553756,0
217,284,1.0,1.0,0.0001445559493483892,0
220,480,1.0,1.0,0.00014468098421103814,0
220,534,1.0,1.0,0.00014468014734285686,0
224,679,1.0,1.0,0.00014456412733967756,0
224,859,1.0,1.0,0.00014456477877528744,0
225,261,1.0,1.0,0.00014457323313931883,0
225,312,1.0,1.0,0.0001445687694964136,0
225,326,1.0,1.0,0.00014457140247245846,0
225,614,1.0,1.0,0.00014456901414209536,0
225,633,1.0,1.0,0.00014456918279789433,0
225,673,1.0,1.0,0.00014457154059700815,0
225,741,1.0,1.0,0.00014456778173057119,0
225,859,1.0,1.0,0.00014456790678555692,0
225,862,1.0,1.0,0.00014456852787587745,0
225,889,1.0,1.0,0.00014456576084344688,0
225,911,1.0,1.0,0.00014456894338496824,0
225,971,1.0,1.0,0.00014456965759141263,0
225,980,1.0,1.0,0.00014456778768461216,0
225,987,1.0,1.0,0.00014456486946140884,0
225,997,1.0,1.0,0.00014456735248464218,0
226,406,1.0,1.0,0.00014456850633428068,0
227,252,1.0,1.0,0.00014456431641585767,0
227,741,1.0,1.0,0.00014456378960622402,0
227,889,1.0,1.0,0.00014456176871909971,0
227,925,1.0,1.0,0.00014456342894753483,0
227,971,1.0,1.0,0.00014456566546706547,0
227,997,1.0,1.0,0.00014456336036029502,0
237,920,1.0,1.0,0.0001445478751768851,0
238,789,1.0,1.0,0.00014468340469262983,0
239,660,1.0,1.0,0.00014455726509615815,0
252,261,1.0,1.0,0.00014457071924037213,0
252,290,1.0,1.0,0.00014456271517991476,0
252,308,1.0,1.0,0.0001445615440608836,0
252,324,1.0,1.0,0.00014456743761019804,0
252,555,1.0,1.0,0.0001445626922633767,0
252,635,1.0,1.0,0.00014457028762198873,0
252,676,1.0,1.0,0.00014456772927157657,0
252,679,1.0,1.0,0.00014456474145100028,0
252,689,1.0,1.0,0.0001445639118839174,0
252,695,1.0,1.0,0.0001445682395229943,0
252,757,1.0,1.0,0.00014456592535221394,0
252,819,1.0,1.0,0.00014456484583399168,0
252,822,1.0,1.0,0.00014456394698495096,0
252,876,1.0,1.0,0.00014456568988904816,0
252,889,1.0,1.0,0.00014456324694450017,0
252,925,1.0,1.0,0.0001445649071729353,0
252,972,1.0,1.0,0.00014456260855061007,0
257,448,1.0,1.0,0.00014457421897523374,0
257,507,1.0,1.0,0.00014456789247012158,0
257,643,1.0,1.0,0.0001445654088342124,0
257,662,1.0,1.0,0.0001445679746484035,0
257,673,1.0,1.0,0.0001445721176239081,0
257,716,1.0,1.0,0.0001445729210891932,0
257,903,1.0,1.0,0.0001445660428070247,0
257,925,1.0,1.0,0.00014456799809878197,0
257,997,1.0,1.0,0.00014456792951154213,0
261,301,1.0,1.0,0.00014457198032098674,0
261,544,1.0,1.0,0.00014457063874803136,0
261,559,1.0,1.0,0.0001445710584377982,0
261,676,1.0,1.0,0.0001445726538706906,0
261,679,1.0,1.0,0.00014456966605011428,0
261,722,1.0,1.0,0.00014457077843087673,0
261,876,1.0,1.0,0.00014457061448816216,0
261,971,1.0,1.0,0.0001445720682915799,0
261,980,1.0,1.0,0.00014457019838477942,0
261,997,1.0,1.0,0.00014456976318480945,0
265,555,1.0,1.0,0.00014456054031461462,0
265,819,1.0,1.0,0.00014456269388522954,0
265,930,1.0,1.0,0.00014456676299983974,0
265,997,1.0,1.0,0.00014456268663693334,0
274,283,1.0,1.0,0.0001445640746198496,0
274,307,1.0,1.0,0.00014457076637106796,0
274,326,1.0,1.0,0.0001445727257016297,0
274,343,1.0,1.0,0.00014457350405939324,0
274,426,1.0,1.0,0.0001445653429679072,0
274,472,1.0,1.0,0.00014457061398748017,0
274,475,1.0,1.0,0.0001445702832328271,0
274,507,1.0,1.0,0.0001445686386723929,0
274,537,1.0,1.0,0.00014456831509098865,0
274,555,1.0,1.0,0.00014456652939149467,0
274,570,1.0,1.0,0.00014457672096726646,0
274,573,1.0,1.0,0.00014456763533065144,0
274,614,1.0,1.0,0.00014457033737126662,0
274,633,1.0,1.0,0.00014457050602706555,0
274,737,1.0,1.0,0.00014457243164664089,0
274,741,1.0,1.0,0.00014456910495974244,0
274,767,1.0,1.0,0.00014457189954422873,0
274,815,1.0,1.0,0.00014457375318641818,0
274,906,1.0,1.0,0.00014457181552726168,0
274,911,1.0,1.0,0.00014457026661413946,0
274,925,1.0,1.0,0.00014456874430105325,0
274,932,1.0,1.0,0.00014457301001348754,0
274,956,1.0,1.0,0.000144565951039783,0
279,311,1.0,1.0,0.00014456684056573388,0
279,358,1.0,1.0,0.00014456507774133375,0
279,472,1.0,1.0,0.00014456869004630715,0
279,555,1.0,1.0,0.00014456460545032168,0
279,570,1.0,1.0,0.00014457479702609347,0
279,584,1.0,1.0,0.00014456846688091604,0
279,626,1.0,1.0,0.00014456701119168965,0
279,662,1.0,1.0,0.00014456679690950176,0
279,695,1.0,1.0,0.0001445701527099392,0
279,822,1.0,1.0,0.00014456586017189588,0
279,859,1.0,1.0,0.00014456730607355513,0
279,903,1.0,1.0,0.00014456486506812295,0
279,920,1.0,1.0,0.00014456038148856734,0
281,442,1.0,1.0,0.00014455552466927118,0
283,344,1.0,1.0,0.00014455746842672608,0
283,442,1.0,1.0,0.00014455682623277353,0
283,537,1.0,1.0,0.00014455892081334417,0
283,544,1.0,1.0,0.00014456015699939088,0
283,555,1.0,1.0,0.00014455713511385022,0
283,633,1.0,1.0,0.0001445611117494211,0
283,643,1.0,1.0,0.00014455676075883923,0
283,722,1.0,1.0,0.00014456029668223624,0
283,741,1.0,1.0,0.00014455971068209797,0
283,815,1.0,1.0,0.0001445643589087737,0
283,847,1.0,1.0,0.00014455770841841824,0
283,925,1.0,1.0,0.0001445593500234088,0
283,934,1.0,1.0,0.00014455734334069696,0
283,939,1.0,1.0,0.00014455286338506,0
283,965,1.0,1.0,0.0001445535727512338,0
284,300,1.0,1.0,0.0001445583849838631,0
284,343,1.0,1.0,0.0001445636885675024,0
284,344,1.0,1.0,0.0001445570472124797,0
284,382,1.0,1.0,0.00014455692882801272,0
284,383,1.0,1.0,0.00014456071056559124,0
284,392,1.0,1.0,0.00014455901616971948,0
284,442,1.0,1.0,0.00014455640501852713,0
284,529,1.0,1.0,0.00014456127427081805,0
284,633,1.0,1.0,0.0001445606905351747,0
284,643,1.0,1.0,0.00014455633954459283,0
284,665,1.0,1.0,0.00014455836325901372,0
284,679,1.0,1.0,0.0001445587630872274,0
284,810,1.0,1.0,0.00014455598948501068,0
284,896,1.0,1.0,0.00014455933140712895,0
284,920,1.0,1.0,0.0001445524899378495,0
284,925,1.0,1.0,0.0001445589288091624,0
284,938,1.0,1.0,0.0001445605954464825,0
284,980,1.0,1.0,0.00014455929542189254,0
290,679,1.0,1.0,0.0001445616619896569,0
290,744,1.0,1.0,0.00014456175667983565,0
300,536,1.0,1.0,0.00014456273480010676,0
300,679,1.0,1.0,0.00014456331015737814,0
300,767,1.0,1.0,0.00014456663112248863,0
300,859,1.0,1.0,0.00014456396159298805,0
300,903,1.0,1.0,0.0001445615205875559,0
300,938,1.0,1.0,0.00014456514251663324,0
300,962,1.0,1.0,0.00014456444642600697,0
300,997,1.0,1.0,0.00014456340729207334,0
301,375,1.0,1.0,0.00014456937320190725,0
301,442,1.0,1.0,0.00014456364446291463,0
301,526,1.0,1.0,0.0001445692075546666,0
301,609,1.0,1.0,0.00014456511752152353,0
301,767,1.0,1.0,0.00014456932349672538,0
301,819,1.0,1.0,0.0001445661069146063,0
301,882,1.0,1.0,0.0001445730069420375,0
301,889,1.0,1.0,0.00014456450802511478,0
301,925,1.0,1.0,0.0001445661682535499,0
306,676,1.0,1.0,0.00014457191466667323,0
307,544,1.0,1.0,0.00014456684875060926,0
307,932,1.0,1.0,0.00014457030748706145,0
307,948,1.0,1.0,0.00014456857918868757,0
307,971,1.0,1.0,0.0001445682782941578,0
308,392,1.0,1.0,0.00014456074395311782,0
308,529,1.0,1.0,0.00014456300205421642,0
308,559,1.0,1.0,0.00014456188325830967,0
308,679,1.0,1.0,0.00014456049087062573,0
308,810,1.0,1.0,0.00014455771726840902,0
308,876,1.0,1.0,0.0001445614393086736,0
308,889,1.0,1.0,0.00014455899636412563,0
308,937,1.0,1.0,0.00014456265375045697,0
308,971,1.0,1.0,0.00014456289311209138,0
308,997,1.0,1.0,0.00014456058800532093,0
309,505,1.0,1.0,0.0001445606824754972,0
309,673,1.0,1.0,0.0001445671501380987,0
309,847,1.0,1.0,0.000144561389007982,0
310,404,1.0,1.0,0.00014455629696433442,0
311,358,1.0,1.0,0.00014456229729191961,0
311,392,1.0,1.0,0.00014456412727102317,0
311,442,1.0,1.0,0.00014456151611983082,0
311,462,1.0,1.0,0.00014456319275502841,0
311,551,1.0,1.0,0.0001445609958608549,0
311,626,1.0,1.0,0.0001445642307422755,0
311,643,1.0,1.0,0.0001445614506458965,0
311,689,1.0,1.0,0.00014456304462144817,0
311,716,1.0,1.0,0.00014456896290087733,0
311,889,1.0,1.0,0.00014456237968203095,0
311,920,1.0,1.0,0.0001445576010391532,0
311,965,1.0,1.0,0.0001445582626382911,0
311,980,1.0,1.0,0.0001445644065231962,0
311,997,1.0,1.0,0.00014456397132322626,0
312,405,1.0,1.0,0.0001445708176924299,0
312,679,1.0,1.0,0.00014456520240720906,0
312,730,1.0,1.0,0.00014456134167199248,0
312,986,1.0,1.0,0.00014456459319523492,0
317,385,1.0,1.0,0.0001445823608110055,0
317,678,1.0,1.0,0.0001445793501869995,0
317,815,1.0,1.0,0.00014457826415668396,0
317,891,1.0,1.0,0.00014457554455565012,0
326,396,1.0,1.0,0.00014457182102893795,0
326,460,1.0,1.0,0.0001445677659374731,0
326,507,1.0,1.0,0.00014456789547652853,0
326,544,1.0,1.0,0.000144568808081171,0
326,555,1.0,1.0,0.00014456578619563034,0
326,609,1.0,1.0,0.00014456695037316254,0
326,623,1.0,1.0,0.00014457277022881393,0
326,626,1.0,1.0,0.00014456819193699833,0
326,633,1.0,1.0,0.0001445697628312012,0
326,635,1.0,1.0,0.00014457338155424233,0
326,678,1.0,1.0,0.00014457409602086933,0
326,809,1.0,1.0,0.00014456563499073803,0
326,876,1.0,1.0,0.00014456878382130178,0
326,925,1.0,1.0,0.0001445680011051889,0
326,962,1.0,1.0,0.00014456897165188273,0
326,997,1.0,1.0,0.00014456793251794908,0
340,555,1.0,1.0,0.00014456287543882814,0
340,673,1.0,1.0,0.00014456920987351282,0
340,701,1.0,1.0,0.0001445607309989541,0
340,737,1.0,1.0,0.0001445687776939743,0
340,741,1.0,1.0,0.00014456545100707585,0
340,862,1.0,1.0,0.00014456619715238215,0
340,889,1.0,1.0,0.00014456343011995154,0
340,948,1.0,1.0,0.00014456762776244707,0
340,980,1.0,1.0,0.00014456545696111682,0
342,633,1.0,1.0,0.00014457433106350367,0
343,396,1.0,1.0,0.0001445725993867015,0
343,507,1.0,1.0,0.00014456867383429205,0
343,623,1.0,1.0,0.00014457354858657748,0
343,626,1.0,1.0,0.00014456897029476186,0
343,633,1.0,1.0,0.00014457054118896474,0
343,654,1.0,1.0,0.00014456782937351294,0
343,689,1.0,1.0,0.00014456778417393451,0
343,700,1.0,1.0,0.00014456744639450465,0
343,722,1.0,1.0,0.00014456972612177988,0
343,767,1.0,1.0,0.00014457193470612795,0
343,859,1.0,1.0,0.00014456926517662734,0
344,662,1.0,1.0,0.0001445621146575513,0
344,700,1.0,1.0,0.00014456080503948197,0
344,741,1.0,1.0,0.00014456249876661892,0
344,756,1.0,1.0,0.00014456405875222248,0
344,925,1.0,1.0,0.00014456213810792976,0
344,980,1.0,1.0,0.0001445625047206599,0
348,722,1.0,1.0,0.00014457308509748315,0
348,782,1.0,1.0,0.0001445727234524086,0
351,822,1.0,1.0,0.00014456845956777953,0
353,553,1.0,1.0,0.00014456290346459558,0
353,555,1.0,1.0,0.00014455982421862878,0
353,938,1.0,1.0,0.00014456370576550746,0
358,383,1.0,1.0,0.00014456405884249484,0
358,421,1.0,1.0,0.00014455681898705743,0
358,526,1.0,1.0,0.00014456531638718266,0
358,551,1.0,1.0,0.00014455923303645482,0
358,678,1.0,1.0,0.00014456837200174644,0
358,689,1.0,1.0,0.00014456128179704807,0
358,847,1.0,1.0,0.00014456063548107543,0
358,876,1.0,1.0,0.00014456305980217884,0
358,925,1.0,1.0,0.000144562277086066,0
358,980,1.0,1.0,0.00014456264369879613,0
372,534,1.0,1.0,0.00014466518240788717,0
372,683,1.0,1.0,0.00014465438284810335,0
375,932,1.0,1.0,0.00014457149036540407,0
377,382,1.0,1.0,0.0001445630430653047,0
377,426,1.0,1.0,0.00014456164171330833,0
377,472,1.0,1.0,0.0001445669127328813,0
377,670,1.0,1.0,0.00014456319388160555,0
377,678,1.0,1.0,0.00014457113796213482,0
382,413,1.0,1.0,0.00014456476151952612,0
382,442,1.0,1.0,0.0001445594959328275,0
382,460,1.0,1.0,0.00014456178455574695,0
382,529,1.0,1.0,0.0001445643651851184,0
382,643,1.0,1.0,0.0001445594304588932,0
382,741,1.0,1.0,0.00014456238038215193,0
382,771,1.0,1.0,0.00014455778943679246,0
382,772,1.0,1.0,0.00014455983561761823,0
382,859,1.0,1.0,0.00014456250543713766,0
382,925,1.0,1.0,0.00014456201972346276,0
382,938,1.0,1.0,0.00014456368636078286,0
382,962,1.0,1.0,0.00014456299027015655,0
382,997,1.0,1.0,0.00014456195113622292,0
383,722,1.0,1.0,0.00014456674811986873,0
385,531,1.0,1.0,0.00014457631920037736,0
385,562,1.0,1.0,0.0001445781108536283,0
392,434,1.0,1.0,0.00014456121951189626,0
392,475,1.0,1.0,0.00014456564599694337,0
392,555,1.0,1.0,0.00014456189215561097,0
392,611,1.0,1.0,0.0001445672564169415,0
392,672,1.0,1.0,0.0001445593107470267,0
392,679,1.0,1.0,0.00014456394134323451,0
392,757,1.0,1.0,0.0001445651252444482,0
392,822,1.0,1.0,0.00014456314687718517,0
392,876,1.0,1.0,0.0001445648897812824,0
392,889,1.0,1.0,0.00014456244683673438,0
392,898,1.0,1.0,0.00014456307496224426,0
392,933,1.0,1.0,0.00014456417302177005,0
396,413,1.0,1.0,0.0001445705814244249,0
396,426,1.0,1.0,0.00014456443829521546,0
396,442,1.0,1.0,0.00014456531583772623,0
396,460,1.0,1.0,0.00014456760446064572,0
396,472,1.0,1.0,0.00014456970931478843,0
396,475,1.0,1.0,0.00014456937856013535,0
396,507,1.0,1.0,0.00014456773399970115,0
396,526,1.0,1.0,0.0001445708789294782,0
396,544,1.0,1.0,0.0001445686466043436,0
396,614,1.0,1.0,0.00014456943269857488,0
396,623,1.0,1.0,0.00014457260875198655,0
396,635,1.0,1.0,0.00014457322007741495,0
396,695,1.0,1.0,0.0001445711719784205,0
396,722,1.0,1.0,0.00014456878628718895,0
396,819,1.0,1.0,0.0001445677782894179,0
396,859,1.0,1.0,0.0001445683253420364,0
396,861,1.0,1.0,0.00014457355382013878,0
396,889,1.0,1.0,0.0001445661793999264,0
396,932,1.0,1.0,0.0001445721053407958,0
396,938,1.0,1.0,0.0001445695062656816,0
396,962,1.0,1.0,0.00014456881017505533,0
396,965,1.0,1.0,0.0001445620623561865,0
399,448,1.0,1.0,0.00014457680492729088,0
