run,data,seed,training_seed,topics,variant,normalization_statistics,reused_training_weights,epochs,batch_size,hidden,learning_rate,momentum,weight_decay,count_scaling,concentration,kl_warmup_epochs,decoder,beta_meaning,framework,completion_nll,median_effective_topics,median_exact_support,p95_exact_support,unique_top1_topics,corpus_effective_topics,nearest_beta_cosine,catastrophic_duplicate,beta_recovery,theta_recovery,recovered_motifs,training_seconds,parameters,optimized_motifs,evaluable_motifs,useful_motifs,mean_sos,sos_count_ge_0.5,sos_count_ge_0.6,sos_count_ge_0.7,sos_count_ge_0.8,sos_count_ge_0.9
synthetic/reduced_linear_evidence_seed37_k128,synthetic,37,7038,128,reduced_linear_evidence,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.535304658647329,1.0,1.0,5.0,42,30.581583773294227,0.8375512957572937,False,0.6667461395263672,0.849982736862352,17,3.2199328239948954,2318401,,,,,,,,,
synthetic/reduced_linear_evidence_seed37_k36,synthetic,37,7038,36,reduced_linear_evidence,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.312843541959454,1.5248817466097062,3.0,8.0,18,14.963309929414148,0.6928141117095947,False,0.5955931544303894,0.8564011301534847,14,2.906150708993664,2166601,,,,,,,,,
synthetic/reduced_no_loo_seed11_k128,synthetic,11,7012,128,reduced_no_loo,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.2216877112695,1.3452890032343146,2.0,5.0,15,13.074068282823252,0.9105770587921143,False,0.598344087600708,0.8441688798715351,14,3.0938032970007043,2319200,,,,,,,,,
synthetic/reduced_no_loo_seed11_k36,synthetic,11,7012,36,reduced_no_loo,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.336693032363664,2.0250797840986428,4.0,6.049999999999983,11,9.650599764112872,0.7902655601501465,False,0.43473613262176514,0.6817787193007483,8,69.08646427700296,2167400,,,,,,,,,
synthetic/reduced_no_loo_seed23_k128,synthetic,23,7024,128,reduced_no_loo,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.239297493058991,1.6381354861122088,3.0,6.0,18,13.184826387423291,0.9064438343048096,False,0.5374435186386108,0.8194097940740349,12,3.0518514400027925,2301600,,,,,,,,,
synthetic/reduced_no_loo_seed23_k36,synthetic,23,7024,36,reduced_no_loo,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.339104256190172,2.49491172994255,4.0,8.0,12,10.430635486862537,0.7923738956451416,False,0.4133634567260742,0.6252481291176121,8,68.88568196199776,2149800,,,,,,,,,
synthetic/reduced_no_loo_seed37_k128,synthetic,37,7038,128,reduced_no_loo,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.291966924292415,1.8794151969547208,3.0,6.049999999999983,16,13.627963892189197,0.9076297879219055,False,0.5038565397262573,0.7466498448976044,13,2.9230234420101624,2318400,,,,,,,,,
synthetic/reduced_no_loo_seed37_k36,synthetic,37,7038,36,reduced_no_loo,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.409950811673133,2.3309446737067887,4.0,8.0,11,9.795520550486497,0.790846049785614,False,0.36917629837989807,0.5484858573306567,6,69.21688122299383,2166600,,,,,,,,,
synthetic/reduced_scaled_full_routing_seed11_k128,synthetic,11,7012,128,reduced_scaled_full_routing,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.246216774203347,1.5540186783668624,3.0,6.0,13,11.553419801387284,0.9372813105583191,False,0.491092324256897,0.7450325452689709,11,55.74704326900246,2319201,,,,,,,,,
synthetic/reduced_scaled_full_routing_seed11_k36,synthetic,11,7012,36,reduced_scaled_full_routing,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.385744609181727,2.0660199903033196,4.0,8.049999999999983,10,8.955082793109344,0.832273542881012,False,0.38482141494750977,0.660433138436888,7,55.475509673997294,2167401,,,,,,,,,
synthetic/reduced_scaled_full_routing_seed23_k128,synthetic,23,7024,128,reduced_scaled_full_routing,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.340685559480928,1.8468070717206122,3.0,6.0,9,8.35860769795786,0.9559757709503174,False,0.3604741394519806,0.6627652768400479,6,55.619415994005976,2301601,,,,,,,,,
synthetic/reduced_scaled_full_routing_seed23_k36,synthetic,23,7024,36,reduced_scaled_full_routing,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.389551657002878,2.417317498500929,4.5,8.0,9,8.202701419426983,0.845231294631958,False,0.3241748511791229,0.41338266415971353,3,55.72518285000115,2149801,,,,,,,,,
synthetic/reduced_scaled_full_routing_seed37_k128,synthetic,37,7038,128,reduced_scaled_full_routing,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.396829158720008,1.709599451739002,3.0,7.0,11,9.531391197461076,0.950131893157959,False,0.4214787781238556,0.6617826848405131,9,55.772148546995595,2318401,,,,,,,,,
synthetic/reduced_scaled_full_routing_seed37_k36,synthetic,37,7038,36,reduced_scaled_full_routing,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.410011610004646,1.8270066651673629,4.0,7.0,10,8.886382942699312,0.8332186937332153,False,0.37794721126556396,0.612824635177963,6,55.45459790599125,2166601,,,,,,,,,
synthetic/reduced_shallow_narrow_seed11_k128,synthetic,11,7012,128,reduced_shallow_narrow,not_applicable,False,120,200,100,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.087933888453769,1.5065496444746984,3.0,6.0,18,15.99725223944848,0.8966183066368103,False,0.6654877662658691,0.9541006611071252,16,86.95578350700089,215401,,,,,,,,,
synthetic/reduced_shallow_narrow_seed11_k36,synthetic,11,7012,36,reduced_shallow_narrow,not_applicable,False,120,200,100,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.276412677468967,2.059414005042944,4.0,7.0,13,12.119034072624393,0.7513676881790161,False,0.5090543627738953,0.776152994160897,11,93.70014917399385,192401,,,,,,,,,
synthetic/reduced_shallow_narrow_seed23_k128,synthetic,23,7024,128,reduced_shallow_narrow,not_applicable,False,120,200,100,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.1282891159003725,1.6249369971038112,3.0,7.0,18,16.325188588083485,0.8987683057785034,False,0.6506588459014893,0.9308503352762927,18,93.95331382499717,213201,,,,,,,,,
synthetic/reduced_shallow_narrow_seed23_k36,synthetic,23,7024,36,reduced_shallow_narrow,not_applicable,False,120,200,100,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.254020223082962,2.0025733751383523,4.0,7.0,12,11.419490695456462,0.7845907211303711,False,0.45523226261138916,0.7643276301995381,9,93.65628872800153,190201,,,,,,,,,
synthetic/reduced_shallow_narrow_seed37_k128,synthetic,37,7038,128,reduced_shallow_narrow,not_applicable,False,120,200,100,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.210816044861157,1.8637007444505627,4.0,7.049999999999983,20,17.566897352589432,0.8761346936225891,False,0.6572278141975403,0.9196350103787715,17,93.97990013600793,215301,,,,,,,,,
synthetic/reduced_shallow_narrow_seed37_k36,synthetic,37,7038,36,reduced_shallow_narrow,not_applicable,False,120,200,100,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.235846604953602,1.9849851254218522,4.0,7.049999999999983,14,12.214730238800733,0.7615259289741516,False,0.5043900012969971,0.7332823828756212,12,93.75960843199573,192301,,,,,,,,,
synthetic/reduced_shallow_seed11_k128,synthetic,11,7012,128,reduced_shallow,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.113018002687265,1.588679905934066,3.0,6.0,19,17.554368729055657,0.8841497302055359,False,0.6575286388397217,0.9581162898512062,17,3.0420433119870722,1678401,,,,,,,,,
synthetic/reduced_shallow_seed11_k36,synthetic,11,7012,36,reduced_shallow,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.266678105888924,1.8698772843708464,4.0,7.0,14,13.012116418738987,0.731204628944397,False,0.5265011787414551,0.8169817287540573,11,2.8685167859948706,1526601,,,,,,,,,
synthetic/reduced_shallow_seed23_k128,synthetic,23,7024,128,reduced_shallow,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.159364294883755,1.3459548888897857,2.0,5.0,17,15.321440698707958,0.9051742553710938,False,0.623127818107605,0.9394058204878043,15,3.2156991509982618,1660801,,,,,,,,,
synthetic/reduced_shallow_seed23_k36,synthetic,23,7024,36,reduced_shallow,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.286491783770127,1.9699417528754462,4.0,8.0,11,10.54080156832655,0.8021557927131653,False,0.4043596088886261,0.7255810582847404,6,2.831129730999237,1509001,,,,,,,,,
synthetic/reduced_shallow_seed37_k128,synthetic,37,7038,128,reduced_shallow,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.250324720384741,1.836527678798567,3.0,7.0,20,18.460729766924924,0.8657969236373901,False,0.6171883344650269,0.8676583647535505,13,3.1654501070006518,1677601,,,,,,,,,
synthetic/reduced_shallow_seed37_k36,synthetic,37,7038,36,reduced_shallow,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.263536476305383,2.0680636474714764,4.0,8.0,15,13.540486298052913,0.7265963554382324,False,0.4788551926612854,0.6705148476881208,11,2.9397628669976257,1525801,,,,,,,,,
synthetic/reduced_softmax_seed11_k128,synthetic,11,7012,128,reduced_softmax,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.1588038152418845,3.046728281605094,128.0,128.0,15,23.40595218107451,0.9126170873641968,False,0.5781616568565369,0.8442150049710122,13,3.08138423699711,2319201,,,,,,,,,
synthetic/reduced_softmax_seed11_k36,synthetic,11,7012,36,reduced_softmax,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.2648377952266765,3.3203773136035846,36.0,36.0,12,13.974864200116567,0.7731801867485046,False,0.4473995566368103,0.7079313889811091,8,76.55491446099768,2167401,,,,,,,,,
synthetic/reduced_softmax_seed23_k128,synthetic,23,7024,128,reduced_softmax,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.158302354156032,3.3180094990553526,128.0,128.0,13,20.572136276995888,0.9227429032325745,False,0.5172183513641357,0.7519879575081274,9,3.0935911129927263,2301601,,,,,,,,,
synthetic/reduced_softmax_seed23_k36,synthetic,23,7024,36,reduced_softmax,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.184198995169605,2.925572276640488,36.0,36.0,11,14.233454086957234,0.7723801136016846,False,0.4615558087825775,0.7150521889639945,10,76.56343497399939,2149801,,,,,,,,,
synthetic/reduced_softmax_seed37_k128,synthetic,37,7038,128,reduced_softmax,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.267345752567158,3.6131737555514816,128.0,128.0,16,22.75349029432328,0.9101044535636902,False,0.5155472159385681,0.8305967934552726,11,2.878235960000893,2318401,,,,,,,,,
synthetic/reduced_softmax_seed37_k36,synthetic,37,7038,36,reduced_softmax,not_applicable,False,120,200,800,0.005,0.9,1.2e-06,raw_counts,,0,additive_mixture,emissions,pytorch,6.288959058378451,3.558730411384313,36.0,36.0,11,14.616083054783475,0.7862207293510437,False,0.41928398609161377,0.6741661054156827,8,76.75513491700985,2166601,,,,,,,,,
