topic_id,top_words,top_probabilities
21,frag@198.08 loss@311.08 frag@164.0 loss@180.07 loss@124.09 frag@186.05 loss@228.0 loss@262.04 frag@209.05 loss@191.12 loss@310.11 frag@185.03 frag@125.01 loss@369.04 frag@235.05 loss@211.98 loss@193.15 loss@216.05 frag@216.14 frag@124.04,0.182374835 0.07451773435 0.004201365169 0.003833275288 0.003755289828 0.003744826419 0.003739977255 0.003729975317 0.003724026261 0.003398593282 0.003353165463 0.003340579104 0.003231233219 0.003218977246 0.003190766089 0.002960665151 0.002811738756 0.002661938313 0.002548144897 0.002530950587
22,frag@93.06 loss@107.04 loss@245.02 loss@318.05 loss@233.93 loss@218.96 loss@112.0 frag@80.05 loss@211.09 frag@200.97 frag@108.04 frag@157.96 frag@92.05 loss@77.04 loss@231.08 frag@218.03 loss@140.01 loss@186.02 frag@311.99 loss@239.94,0.2546108365 0.04548547417 0.01790657267 0.01787258685 0.0175417494 0.01682665758 0.01578508131 0.01499663945 0.01176612917 0.01168009639 0.009271961637 0.00901076477 0.008944992907 0.008625968359 0.008596739732 0.008445389569 0.007062791381 0.006178456824 0.005518218037 0.004586717114
23,frag@147.05 loss@108.06 frag@216.1 frag@253.1 loss@191.08 loss@180.1 loss@188.06 loss@202.06 frag@128.05 loss@219.0 frag@188.11 frag@106.07 frag@130.03 loss@203.11 frag@200.06 loss@179.1 frag@391.17 frag@178.07 loss@173.08 loss@177.08,0.249803558 0.2153955996 0.07107020169 0.005611756817 0.005482387729 0.005319845863 0.004968719557 0.004266754724 0.004250559956 0.004210711922 0.004021151457 0.004017843399 0.003809868824 0.00380098843 0.003622265067 0.003438232234 0.003423640737 0.003283201717 0.003070821986 0.002950766589
24,frag@194.07 loss@182.17 loss@120.05 loss@164.11 frag@206.07 loss@178.05 frag@238.13 loss@179.04 loss@252.97 loss@243.01 loss@78.57 frag@208.1 loss@166.01 frag@202.07 loss@195.12 loss@192.08 frag@147.07 loss@328.15 loss@175.07 loss@187.03,0.2659886181 0.006308953278 0.004813827574 0.004294543527 0.003307892941 0.003077847883 0.002958085155 0.00286443159 0.002742467448 0.002571447054 0.002403435297 0.002282768954 0.002269149292 0.002249319805 0.002189101884 0.0021338691 0.002059370978 0.002050470794 0.001980090514 0.001979312627
25,loss@129.09 frag@220.99 frag@312.09 loss@172.07 frag@308.14 frag@113.04 frag@147.09 frag@113.07 frag@259.14 frag@317.11 frag@142.04 frag@150.01 frag@329.11 frag@148.04 frag@231.11 frag@180.1 frag@89.07 frag@130.04 frag@250.07 frag@135.05,0.2493507266 0.009287905879 0.007077867165 0.005345355719 0.00496712653 0.004923107103 0.004330756143 0.003853206057 0.003264793428 0.003237973433 0.003054598579 0.002989196219 0.002818881534 0.002721347613 0.002688338282 0.002566780662 0.002372966148 0.002371651353 0.002351883333 0.002115031006
26,loss@205.15 loss@223.14 frag@122.1 frag@176.11 frag@144.09 frag@147.08 frag@162.06 loss@195.1 frag@159.08 frag@131.09 frag@151.05 frag@143.09 frag@219.13 frag@105.07 frag@98.02 frag@174.01 frag@141.05 frag@123.02 frag@119.09 frag@125.04,0.1557635367 0.11974556 0.01572711952 0.01286356244 0.008549573831 0.007751745638 0.006033102982 0.005660173018 0.005452171899 0.005138236564 0.005035507958 0.004945587367 0.00482049305 0.004315072205 0.004267825745 0.003994758707 0.003793461714 0.00366061274 0.003577706404 0.003446064889
27,loss@124.09 frag@180.06 frag@228.07 frag@283.12 frag@198.08 frag@134.04 loss@199.02 frag@185.05 frag@163.05 loss@121.04 frag@159.07 loss@183.03 loss@245.16 loss@230.04 frag@140.03 frag@46.06 loss@330.06 frag@61.01 frag@147.0 loss@259.01,0.2070849836 0.1220833287 0.09796638787 0.003803079948 0.00336227729 0.002572140889 0.002505560871 0.002151439665 0.002105552703 0.002093840856 0.001996307168 0.001756954356 0.001662888564 0.001597483992 0.001544705359 0.001544590457 0.001460689935 0.001426270697 0.001380045549 0.001374896849
28,frag@69.0 loss@150.05 loss@120.04 loss@40.01 frag@69.01 frag@222.98 loss@124.04 frag@68.01 frag@79.02 frag@61.01 frag@253.05 loss@58.01 frag@118.04 frag@185.06 loss@121.05 frag@284.07 frag@313.07 loss@139.04 frag@150.01 frag@185.08,0.150963366 0.1501173973 0.09854275733 0.03001039661 0.02108162083 0.01267222222 0.008983709849 0.007061182987 0.006660768297 0.005993864965 0.005624718033 0.005608045962 0.005484296475 0.0049685915 0.004963473883 0.004628072493 0.004262631293 0.004127139691 0.003353171051 0.003142409259
29,frag@170.08 loss@139.08 loss@193.13 frag@202.0 frag@254.13 frag@216.08 loss@128.09 loss@151.01 frag@134.99 loss@221.98 loss@175.09 loss@95.04 loss@138.08 frag@216.13 loss@190.96 frag@184.04 loss@157.06 frag@267.05 frag@180.1 frag@171.06,0.2178635001 0.1171181053 0.06557610631 0.01819924451 0.008946613409 0.00650099339 0.00419680262 0.003031601431 0.002412221162 0.00217363867 0.002165768761 0.001924772398 0.001815216849 0.001784495777 0.001646082266 0.001536714146 0.001529394067 0.001406450639 0.001386133255 0.001380733913
30,frag@202.1 frag@204.11 frag@463.24 loss@167.09 loss@206.12 loss@161.11 loss@296.15 loss@173.1 loss@158.12 loss@261.13 loss@202.96 frag@160.09 loss@212.08 loss@215.12 loss@206.15 loss@342.09 loss@177.09 loss@351.13 loss@189.09 loss@269.06,0.1612999737 0.1485099345 0.007897615433 0.006894330494 0.006075273268 0.004345525987 0.003246930661 0.003029495711 0.002894259989 0.002689532936 0.002601005137 0.002543489914 0.002485783538 0.002438085154 0.00222734944 0.002212063409 0.002083270811 0.002064680913 0.002030671341 0.001988224452
31,frag@114.04 loss@239.09 frag@87.03 loss@282.07 frag@44.98 frag@73.01 loss@172.07 frag@101.01 frag@71.0 loss@232.11 frag@184.02 frag@134.02 loss@196.08 frag@326.18 loss@140.03 frag@58.99 frag@112.99 loss@170.02 frag@59.0 frag@206.06,0.2377450913 0.1275995821 0.01414167415 0.004732835572 0.004678981379 0.003397708293 0.002759096213 0.002456387505 0.002279720735 0.002245946322 0.002177841496 0.002130613197 0.002110274741 0.002064302796 0.002060091123 0.002045185771 0.00197275239 0.001970534446 0.001923588454 0.00189663528
32,loss@142.11 frag@115.12 frag@239.04 loss@170.11 frag@171.02 frag@231.0 frag@263.15 frag@159.09 frag@203.99 frag@143.12 frag@127.09 frag@334.14 frag@228.14 loss@282.12 loss@182.12 frag@114.0 frag@202.0 loss@131.09 frag@212.12 loss@184.12,0.3317325711 0.09609095752 0.05378096178 0.03009281866 0.007765847258 0.006014936138 0.005700779613 0.005320927128 0.005173455924 0.003861392615 0.003809188725 0.003573934082 0.003363907803 0.003095952794 0.002865011804 0.002816605614 0.002781268908 0.002489589388 0.002428263891 0.002247672528
33,frag@198.09 frag@170.1 frag@355.2 frag@184.08 frag@186.13 loss@168.07 loss@297.02 frag@169.09 loss@237.22 frag@156.08 loss@239.08 loss@143.0 loss@173.02 loss@118.09 loss@157.13 loss@280.99 loss@288.96 loss@293.02 frag@140.05 loss@196.04,0.1966474503 0.01027025841 0.008256591856 0.005453353748 0.004665819928 0.003786625806 0.00252768374 0.00222310191 0.002203136915 0.002127218992 0.002111117123 0.001907594735 0.001860394608 0.001825696905 0.001699233311 0.001603694633 0.001572498004 0.001549568377 0.001507332548 0.001498632017
34,loss@142.02 frag@176.03 loss@129.01 loss@32.98 frag@178.07 frag@231.15 frag@166.0 frag@148.03 frag@208.98 frag@131.0 frag@271.07 frag@164.03 frag@154.02 frag@153.98 frag@247.07 frag@156.03 frag@190.04 frag@180.01 frag@205.06 frag@112.02,0.2110155076 0.04622621834 0.0198934935 0.01600677893 0.01410657261 0.01045814063 0.007667241152 0.006399965845 0.004833365325 0.004272870719 0.00407663174 0.00388026936 0.003754603676 0.00367047661 0.003408934688 0.003383461386 0.003019358497 0.002954523545 0.002830594545 0.002821840346
35,frag@190.04 frag@178.04 loss@157.03 frag@192.06 loss@151.02 loss@157.1 frag@151.03 loss@191.05 frag@163.03 frag@180.06 loss@184.02 frag@164.03 frag@179.05 loss@129.01 loss@350.13 loss@245.16 frag@124.02 loss@186.07 frag@195.06 loss@140.09,0.1053367108 0.104134731 0.102253817 0.07744977623 0.072578758 0.02287183516 0.01268701721 0.01157530583 0.01098603476 0.008833733387 0.007317479234 0.005712790415 0.005525871646 0.004828528035 0.004133118317 0.003852252616 0.003491477575 0.003361007432 0.003179143183 0.003093130887
36,frag@164.11 loss@216.14 loss@307.14 loss@217.11 frag@376.15 frag@240.05 frag@207.98 loss@213.03 loss@246.15 loss@232.04 frag@147.08 loss@275.1 loss@259.12 frag@249.13 loss@322.1 frag@177.08 loss@268.05 frag@160.1 loss@240.14 loss@170.02,0.2874239087 0.1288154125 0.02956308052 0.01287877094 0.00951686129 0.008429023437 0.006479394156 0.005681532901 0.004869019613 0.004516304005 0.004504884128 0.003892345121 0.003552168608 0.002895275364 0.002747116145 0.00260175392 0.002586446004 0.002522869501 0.002418743214 0.002272065496
37,loss@209.05 frag@193.13 loss@265.02 loss@204.0 loss@295.05 frag@212.09 frag@210.04 frag@81.03 frag@53.04 frag@270.04 frag@220.02 frag@135.03 frag@151.06 loss@146.03 frag@44.98 frag@319.07 frag@117.05 frag@262.16 frag@248.06 frag@84.96,0.1870857179 0.1559352577 0.04563284665 0.02443114109 0.007813969627 0.006576333195 0.005924530793 0.005180919077 0.005048343446 0.00451105414 0.004398276564 0.003559701843 0.003427609801 0.003370828228 0.003286588006 0.003225194989 0.003220979124 0.003130892059 0.003097103909 0.002623591805
38,loss@195.1 frag@108.08 frag@122.1 frag@95.07 frag@136.11 frag@209.03 frag@136.08 frag@99.06 frag@123.05 frag@137.03 frag@151.05 frag@164.07 frag@297.17 frag@111.01 frag@144.09 frag@176.05 frag@244.13 frag@104.06 frag@179.08 frag@141.07,0.2906613946 0.01173689123 0.01085903309 0.00904395245 0.008936439641 0.008680402301 0.008517225273 0.006415906362 0.00572126871 0.005521726329 0.005021936726 0.004755193368 0.004593347199 0.004452434368 0.004447048996 0.004429532215 0.004328039009 0.004190446809 0.003931189887 0.003556855954
39,loss@236.16 loss@260.16 loss@304.12 loss@298.18 loss@165.03 frag@231.15 frag@183.06 frag@362.15 frag@239.04 frag@112.09 frag@67.06 frag@323.14 frag@218.13 frag@261.96 frag@353.16 loss@276.12 frag@152.01 frag@83.09 frag@213.0 frag@127.09,0.1010152996 0.09379991144 0.04990524799 0.04622079432 0.01674153097 0.01283333264 0.007885682397 0.007530945353 0.007387562655 0.006625231821 0.005928396713 0.005879684351 0.005293230526 0.005272432696 0.00479504792 0.004742650781 0.004663565196 0.004662496038 0.004389237612 0.004332663026
40,frag@169.0 loss@141.1 loss@277.07 frag@98.05 frag@245.08 loss@263.17 frag@149.04 frag@70.04 frag@138.07 frag@125.99 frag@84.04 frag@299.07 loss@304.09 loss@285.17 loss@309.09 frag@233.13 loss@169.06 frag@112.06 frag@139.01 frag@171.99,0.226583302 0.1581934392 0.02566186897 0.02528160252 0.01224219147 0.01048203092 0.003585317638 0.003233194584 0.002885120455 0.002688530833 0.002575324383 0.002470661188 0.00246554194 0.00240369956 0.00219095638 0.00216991175 0.002050433308 0.001978607383 0.001898864517 0.001893206616
41,frag@148.02 loss@181.04 loss@176.01 loss@199.95 loss@240.04 frag@155.94 loss@153.04 frag@177.04 frag@163.03 loss@175.01 loss@208.08 frag@176.02 loss@280.18 loss@295.01 frag@135.03 loss@311.06 loss@128.99 loss@226.99 frag@161.01 loss@150.07,0.2735928595 0.1015528664 0.03892779723 0.02231176943 0.006052613724 0.004181753378 0.003931762651 0.003494435456 0.002643559361 0.00262773782 0.002615159145 0.002460360527 0.00236671837 0.002285141964 0.002204836579 0.002188973362 0.002187599195 0.002167155966 0.001933121704 0.001883761492
42,frag@126.04 loss@183.05 frag@122.1 frag@126.05 loss@240.07 loss@180.08 loss@200.06 frag@99.03 loss@254.07 loss@266.08 loss@250.11 frag@85.01 loss@255.08 loss@153.02 frag@122.08 loss@218.03 loss@211.04 frag@121.08 frag@108.04 loss@247.07,0.1607453227 0.05421638861 0.04960769042 0.0428555049 0.03429561108 0.03036609478 0.02398447506 0.01944583468 0.01825573668 0.01798349246 0.01740232669 0.01629940793 0.01385564916 0.01265737321 0.01247840747 0.01057913993 0.01044802554 0.009020483121 0.008512246422 0.008261285722
43,frag@123.02 loss@186.07 frag@123.03 loss@322.14 loss@249.16 loss@314.08 loss@345.15 loss@252.18 loss@191.17 frag@113.04 loss@205.16 loss@289.07 loss@316.14 loss@181.09 loss@200.13 frag@128.0 loss@270.15 loss@316.22 loss@166.12 loss@263.14,0.3379620016 0.04630212858 0.03785859421 0.03414154053 0.03046360053 0.02794814482 0.02576691285 0.01837595925 0.01779300347 0.01739924029 0.01337183546 0.0107749505 0.009764676914 0.008335389197 0.008029327728 0.005363959353 0.004956271034 0.003587153275 0.003213135991 0.002959599718
44,frag@174.97 frag@237.04 loss@281.09 frag@81.06 frag@191.05 frag@239.21 frag@155.98 loss@257.16 loss@347.18 loss@231.05 loss@111.14 loss@248.05 loss@106.02 frag@242.99 loss@271.1 loss@388.12 loss@95.0 frag@188.03 frag@248.1 frag@101.02,0.1110230908 0.08756806701 0.007368182763 0.003756423481 0.003176673781 0.002525779884 0.002456567483 0.002256768988 0.002172556007 0.00216075452 0.002060591476 0.00199369411 0.001892356435 0.001818594523 0.001722603454 0.001684098504 0.001636055764 0.001600304269 0.001551632653 0.001532283612
45,loss@191.06 loss@164.05 loss@191.04 frag@286.05 frag@156.99 frag@181.09 frag@199.12 frag@223.12 frag@136.03 frag@209.02 frag@98.04 loss@351.13 frag@134.06 frag@131.05 frag@161.01 frag@196.05 loss@163.06 frag@172.05 frag@56.96 frag@176.07,0.1861499548 0.08424978703 0.03068120778 0.01601037569 0.008090440184 0.00731164217 0.005307738204 0.004890669137 0.004342533648 0.004330408294 0.004247142933 0.00419423962 0.004090481438 0.003628288163 0.003451680997 0.003292542649 0.003258005716 0.00323657156 0.003225624561 0.003031263361
46,loss@194.09 frag@138.05 loss@251.17 frag@123.03 frag@93.03 frag@173.95 frag@122.1 frag@136.11 frag@243.12 frag@151.1 frag@268.11 frag@136.08 frag@135.08 frag@98.07 frag@231.12 frag@97.04 frag@314.13 frag@155.98 frag@110.99 frag@345.19,0.266119957 0.01518297847 0.01272369549 0.008650930598 0.008223295212 0.006270566024 0.006098208483 0.005547136068 0.005084482022 0.003111931263 0.003012642497 0.003000119235 0.002926136367 0.002919325838 0.002835438121 0.002791127423 0.002786067547 0.002705208259 0.002645894652 0.002623602282
47,frag@150.03 frag@168.04 loss@299.05 loss@237.18 frag@165.05 loss@297.05 loss@110.0 frag@122.04 frag@155.07 frag@318.18 loss@238.12 frag@171.97 loss@271.06 frag@59.03 frag@273.09 loss@299.04 frag@182.08 frag@56.96 frag@229.11 loss@221.16,0.08028535545 0.03241789714 0.02913393453 0.02085874602 0.0202557575 0.01745622046 0.01303625014 0.01074181497 0.003699647496 0.003413601313 0.003238830017 0.003129769117 0.003034883412 0.00248158467 0.00246963487 0.002420803998 0.002257317072 0.002170240507 0.002086583059 0.002036892809
48,frag@99.08 loss@334.13 loss@357.13 loss@112.09 frag@57.03 loss@445.16 frag@87.04 loss@335.14 frag@81.07 frag@127.04 frag@67.06 loss@134.11 loss@230.13 loss@172.09 loss@278.15 frag@97.03 loss@311.12 frag@165.05 loss@130.07 frag@176.11,0.2672757804 0.05642586201 0.02829013765 0.02752826363 0.01233907416 0.008128958754 0.006974030286 0.00641126791 0.005886659957 0.00579519337 0.004853949882 0.004683769308 0.00449590385 0.003785268171 0.00342818629 0.003425251227 0.003246713663 0.00319207483 0.003135107923 0.002958491445
